"vb","value","date"
"TM1",6.3,1978-01-31
"TM2",2.3,1978-01-31
"TM3",10.5,1978-01-31
"TM4",-3.4,1978-01-31
"PM1",33.4,1978-01-31
"TM1",9.7,1978-02-28
"TM2",4.6,1978-02-28
"TM3",14.9,1978-02-28
"TM4",-2.6,1978-02-28
"PM1",62.8,1978-02-28
"TM1",10.5,1978-03-31
"TM2",4,1978-03-31
"TM3",17,1978-03-31
"TM4",-0.2,1978-03-31
"PM1",57.4,1978-03-31
"TM1",11.5,1978-04-30
"TM2",6.3,1978-04-30
"TM3",16.9,1978-04-30
"TM4",0,1978-04-30
"PM1",52.3,1978-04-30
"TM1",14.9,1978-05-31
"TM2",8.2,1978-05-31
"TM3",20.9,1978-05-31
"TM4",4.6,1978-05-31
"PM1",43.2,1978-05-31
"TM1",18.5,1978-06-30
"TM2",12,1978-06-30
"TM3",24.6,1978-06-30
"TM4",7,1978-06-30
"PM1",20.3,1978-06-30
"TM1",25.9,1978-07-31
"TM2",16.4,1978-07-31
"TM3",34.5,1978-07-31
"TM4",13,1978-07-31
"PM1",0,1978-07-31
"TM1",25.2,1978-08-31
"TM2",16.3,1978-08-31
"TM3",33.2,1978-08-31
"TM4",11.4,1978-08-31
"PM1",0.9,1978-08-31
"TM1",22.4,1978-09-30
"TM2",14.2,1978-09-30
"TM3",30.6,1978-09-30
"TM4",12.2,1978-09-30
"PM1",0.2,1978-09-30
"TM1",15.5,1978-10-31
"TM2",7.7,1978-10-31
"TM3",22.5,1978-10-31
"TM4",1.4,1978-10-31
"PM1",7.1,1978-10-31
"TM1",9.5,1978-11-30
"TM2",4,1978-11-30
"TM3",15.6,1978-11-30
"TM4",-2.6,1978-11-30
"PM1",34,1978-11-30
"TM1",9.8,1978-12-31
"TM2",5.5,1978-12-31
"TM3",13.6,1978-12-31
"TM4",-1.6,1978-12-31
"PM1",81.7,1978-12-31
"TM1",8.9,1979-01-31
"TM2",5.2,1979-01-31
"TM3",12.8,1979-01-31
"TM4",0.4,1979-01-31
"PM1",111.3,1979-01-31
"TM1",8.5,1979-02-28
"TM2",4.2,1979-02-28
"TM3",12.6,1979-02-28
"TM4",-3.6,1979-02-28
"PM1",141.1,1979-02-28
"TM1",9.3,1979-03-31
"TM2",3.9,1979-03-31
"TM3",14.3,1979-03-31
"TM4",-2.4,1979-03-31
"PM1",46,1979-03-31
"TM1",11.9,1979-04-30
"TM2",5.2,1979-04-30
"TM3",17.6,1979-04-30
"TM4",1.6,1979-04-30
"PM1",21.2,1979-04-30
"TM1",17.7,1979-05-31
"TM2",9.4,1979-05-31
"TM3",24.4,1979-05-31
"TM4",4.6,1979-05-31
"PM1",8.1,1979-05-31
"TM1",22.5,1979-06-30
"TM2",13.9,1979-06-30
"TM3",29.4,1979-06-30
"TM4",9,1979-06-30
"PM1",9,1979-06-30
"TM1",25,1979-07-31
"TM2",16.9,1979-07-31
"TM3",32.3,1979-07-31
"TM4",12.6,1979-07-31
"PM1",16.2,1979-07-31
"TM1",25.2,1979-08-31
"TM2",16.5,1979-08-31
"TM3",32.4,1979-08-31
"TM4",12.6,1979-08-31
"PM1",0,1979-08-31
"TM1",20,1979-09-30
"TM2",13.4,1979-09-30
"TM3",26.7,1979-09-30
"TM4",6.4,1979-09-30
"PM1",28.5,1979-09-30
"TM1",15.2,1979-10-31
"TM2",10.3,1979-10-31
"TM3",19.9,1979-10-31
"TM4",3.6,1979-10-31
"PM1",98.3,1979-10-31
"TM1",9.7,1979-11-30
"TM2",3.7,1979-11-30
"TM3",16.6,1979-11-30
"TM4",-0.6,1979-11-30
"PM1",23.5,1979-11-30
"TM1",6.8,1979-12-31
"TM2",1.4,1979-12-31
"TM3",13.1,1979-12-31
"TM4",-7.6,1979-12-31
"PM1",10.4,1979-12-31
"TM1",6.4,1980-01-31
"TM2",1.3,1980-01-31
"TM3",11.8,1980-01-31
"TM4",-2.4,1980-01-31
"PM1",21.1,1980-01-31
"TM1",9.2,1980-02-29
"TM2",3.2,1980-02-29
"TM3",15.7,1980-02-29
"TM4",-1,1980-02-29
"PM1",22.5,1980-02-29
"TM1",10.6,1980-03-31
"TM2",4.6,1980-03-31
"TM3",16.3,1980-03-31
"TM4",-2,1980-03-31
"PM1",39.2,1980-03-31
"TM1",13.2,1980-04-30
"TM2",6.1,1980-04-30
"TM3",19.8,1980-04-30
"TM4",0.4,1980-04-30
"PM1",32.6,1980-04-30
"TM1",15.9,1980-05-31
"TM2",9.2,1980-05-31
"TM3",21.3,1980-05-31
"TM4",5,1980-05-31
"PM1",43.9,1980-05-31
"TM1",22.5,1980-06-30
"TM2",13.8,1980-06-30
"TM3",29,1980-06-30
"TM4",9.4,1980-06-30
"PM1",18.9,1980-06-30
"TM1",25.3,1980-07-31
"TM2",15.4,1980-07-31
"TM3",32.6,1980-07-31
"TM4",11.4,1980-07-31
"PM1",0,1980-07-31
"TM1",26.8,1980-08-31
"TM2",17.8,1980-08-31
"TM3",34.4,1980-08-31
"TM4",13.6,1980-08-31
"PM1",1.6,1980-08-31
"TM1",23,1980-09-30
"TM2",15.6,1980-09-30
"TM3",30,1980-09-30
"TM4",9.4,1980-09-30
"PM1",0.9,1980-09-30
"TM1",15.4,1980-10-31
"TM2",8.9,1980-10-31
"TM3",22.4,1980-10-31
"TM4",2,1980-10-31
"PM1",41.4,1980-10-31
"TM1",9.8,1980-11-30
"TM2",4.8,1980-11-30
"TM3",15.7,1980-11-30
"TM4",-3,1980-11-30
"PM1",64.2,1980-11-30
"TM1",5,1980-12-31
"TM2",-0.7,1980-12-31
"TM3",11.7,1980-12-31
"TM4",-6.4,1980-12-31
"PM1",8.6,1980-12-31
"TM1",4.8,1981-01-31
"TM2",-1.8,1981-01-31
"TM3",13,1981-01-31
"TM4",-6.6,1981-01-31
"PM1",1,1981-01-31
"TM1",7.7,1981-02-28
"TM2",0.5,1981-02-28
"TM3",14.4,1981-02-28
"TM4",-4,1981-02-28
"PM1",4.9,1981-02-28
"TM1",13.2,1981-03-31
"TM2",6.4,1981-03-31
"TM3",19.5,1981-03-31
"TM4",0.6,1981-03-31
"PM1",32.4,1981-03-31
"TM1",12.3,1981-04-30
"TM2",7.3,1981-04-30
"TM3",17.2,1981-04-30
"TM4",3.4,1981-04-30
"PM1",62.6,1981-04-30
"TM1",17.1,1981-05-31
"TM2",9.4,1981-05-31
"TM3",23.1,1981-05-31
"TM4",5.4,1981-05-31
"PM1",24.9,1981-05-31
"TM1",23.2,1981-06-30
"TM2",15.2,1981-06-30
"TM3",30.4,1981-06-30
"TM4",9.8,1981-06-30
"PM1",38.5,1981-06-30
"TM1",25,1981-07-31
"TM2",16.2,1981-07-31
"TM3",32.3,1981-07-31
"TM4",13,1981-07-31
"PM1",0.8,1981-07-31
"TM1",24.5,1981-08-31
"TM2",16.5,1981-08-31
"TM3",31.9,1981-08-31
"TM4",13.8,1981-08-31
"PM1",4.3,1981-08-31
"TM1",21.5,1981-09-30
"TM2",13.7,1981-09-30
"TM3",29.2,1981-09-30
"TM4",7.4,1981-09-30
"PM1",6.7,1981-09-30
"TM1",17.1,1981-10-31
"TM2",11,1981-10-31
"TM3",24.4,1981-10-31
"TM4",4.8,1981-10-31
"PM1",26.1,1981-10-31
"TM1",12.2,1981-11-30
"TM2",6,1981-11-30
"TM3",19.7,1981-11-30
"TM4",1.4,1981-11-30
"PM1",0.2,1981-11-30
"TM1",8.7,1981-12-31
"TM2",4.7,1981-12-31
"TM3",13,1981-12-31
"TM4",-2.6,1981-12-31
"PM1",106.3,1981-12-31
"TM1",8.2,1982-01-31
"TM2",3.4,1982-01-31
"TM3",13.6,1982-01-31
"TM4",-1.6,1982-01-31
"PM1",59.8,1982-01-31
"TM1",7.5,1982-02-28
"TM2",2.9,1982-02-28
"TM3",13,1982-02-28
"TM4",-0.6,1982-02-28
"PM1",44.3,1982-02-28
"TM1",11.2,1982-03-31
"TM2",4.5,1982-03-31
"TM3",18.1,1982-03-31
"TM4",0,1982-03-31
"PM1",53.5,1982-03-31
"TM1",13.1,1982-04-30
"TM2",6.9,1982-04-30
"TM3",19.4,1982-04-30
"TM4",2.8,1982-04-30
"PM1",32.6,1982-04-30
"TM1",17.8,1982-05-31
"TM2",10.1,1982-05-31
"TM3",24.8,1982-05-31
"TM4",3.6,1982-05-31
"PM1",4.6,1982-05-31
"TM1",23.7,1982-06-30
"TM2",15.1,1982-06-30
"TM3",31.2,1982-06-30
"TM4",11.4,1982-06-30
"PM1",6.7,1982-06-30
"TM1",25.5,1982-07-31
"TM2",16.3,1982-07-31
"TM3",33.8,1982-07-31
"TM4",12,1982-07-31
"PM1",5.5,1982-07-31
"TM1",24.6,1982-08-31
"TM2",16.4,1982-08-31
"TM3",31.9,1982-08-31
"TM4",11.6,1982-08-31
"PM1",0.6,1982-08-31
"TM1",20.9,1982-09-30
"TM2",13.9,1982-09-30
"TM3",28.1,1982-09-30
"TM4",11,1982-09-30
"PM1",5.9,1982-09-30
"TM1",14.2,1982-10-31
"TM2",7.9,1982-10-31
"TM3",20.4,1982-10-31
"TM4",2.4,1982-10-31
"PM1",16.6,1982-10-31
"TM1",9.8,1982-11-30
"TM2",4.8,1982-11-30
"TM3",15.5,1982-11-30
"TM4",-0.4,1982-11-30
"PM1",97.1,1982-11-30
"TM1",5.8,1982-12-31
"TM2",1.4,1982-12-31
"TM3",10.9,1982-12-31
"TM4",-1.6,1982-12-31
"PM1",29,1982-12-31
"TM1",6.6,1983-01-31
"TM2",0.5,1983-01-31
"TM3",14.4,1983-01-31
"TM4",-1.6,1983-01-31
"PM1",0,1983-01-31
"TM1",6.5,1983-02-28
"TM2",1.1,1983-02-28
"TM3",12.2,1983-02-28
"TM4",-5,1983-02-28
"PM1",10.1,1983-02-28
"TM1",12.2,1983-03-31
"TM2",5.5,1983-03-31
"TM3",19.3,1983-03-31
"TM4",1,1983-03-31
"PM1",53.4,1983-03-31
"TM1",12.6,1983-04-30
"TM2",6.7,1983-04-30
"TM3",18.6,1983-04-30
"TM4",1.2,1983-04-30
"PM1",39.5,1983-04-30
"TM1",15.6,1983-05-31
"TM2",8.5,1983-05-31
"TM3",21.9,1983-05-31
"TM4",3.8,1983-05-31
"PM1",13.9,1983-05-31
"TM1",24.2,1983-06-30
"TM2",15.8,1983-06-30
"TM3",31.4,1983-06-30
"TM4",9.6,1983-06-30
"PM1",0.2,1983-06-30
"TM1",25.4,1983-07-31
"TM2",16.4,1983-07-31
"TM3",32.7,1983-07-31
"TM4",12.6,1983-07-31
"PM1",0,1983-07-31
"TM1",23.2,1983-08-31
"TM2",15.8,1983-08-31
"TM3",30.1,1983-08-31
"TM4",12.8,1983-08-31
"PM1",3.7,1983-08-31
"TM1",23.6,1983-09-30
"TM2",15.7,1983-09-30
"TM3",31.6,1983-09-30
"TM4",12,1983-09-30
"PM1",0.6,1983-09-30
"TM1",17.9,1983-10-31
"TM2",11.1,1983-10-31
"TM3",25.3,1983-10-31
"TM4",8,1983-10-31
"PM1",6.5,1983-10-31
"TM1",12.7,1983-11-30
"TM2",9.2,1983-11-30
"TM3",17.4,1983-11-30
"TM4",6,1983-11-30
"PM1",194.8,1983-11-30
"TM1",8,1983-12-31
"TM2",3.4,1983-12-31
"TM3",13.6,1983-12-31
"TM4",-1.6,1983-12-31
"PM1",67.2,1983-12-31
"TM1",5.7,1984-01-31
"TM2",1.6,1984-01-31
"TM3",10.4,1984-01-31
"TM4",-3.6,1984-01-31
"PM1",12,1984-01-31
"TM1",6.6,1984-02-29
"TM2",1.2,1984-02-29
"TM3",12.8,1984-02-29
"TM4",-3,1984-02-29
"PM1",20.9,1984-02-29
"TM1",8.4,1984-03-31
"TM2",3.2,1984-03-31
"TM3",13.7,1984-03-31
"TM4",-1.6,1984-03-31
"PM1",70.2,1984-03-31
"TM1",14.6,1984-04-30
"TM2",9.2,1984-04-30
"TM3",19.9,1984-04-30
"TM4",4.2,1984-04-30
"PM1",51,1984-04-30
"TM1",12.3,1984-05-31
"TM2",7.9,1984-05-31
"TM3",17.2,1984-05-31
"TM4",4.6,1984-05-31
"PM1",78.3,1984-05-31
"TM1",20.7,1984-06-30
"TM2",12.7,1984-06-30
"TM3",27.6,1984-06-30
"TM4",7.2,1984-06-30
"PM1",4.6,1984-06-30
"TM1",27.2,1984-07-31
"TM2",18,1984-07-31
"TM3",34.7,1984-07-31
"TM4",14.2,1984-07-31
"PM1",0,1984-07-31
"TM1",24.1,1984-08-31
"TM2",16.2,1984-08-31
"TM3",31,1984-08-31
"TM4",13.2,1984-08-31
"PM1",0.1,1984-08-31
"TM1",21.3,1984-09-30
"TM2",13.7,1984-09-30
"TM3",28.8,1984-09-30
"TM4",7,1984-09-30
"PM1",0.8,1984-09-30
"TM1",14.9,1984-10-31
"TM2",8.3,1984-10-31
"TM3",21.9,1984-10-31
"TM4",4,1984-10-31
"PM1",5.8,1984-10-31
"TM1",11.1,1984-11-30
"TM2",7.1,1984-11-30
"TM3",15.7,1984-11-30
"TM4",2,1984-11-30
"PM1",111.7,1984-11-30
"TM1",7.5,1984-12-31
"TM2",2.7,1984-12-31
"TM3",13,1984-12-31
"TM4",-4.6,1984-12-31
"PM1",2.6,1984-12-31
"TM1",5.6,1985-01-31
"TM2",1.1,1985-01-31
"TM3",10.6,1985-01-31
"TM4",-7.6,1985-01-31
"PM1",37.6,1985-01-31
"TM1",10.7,1985-02-28
"TM2",5.7,1985-02-28
"TM3",15.9,1985-02-28
"TM4",0,1985-02-28
"PM1",59.4,1985-02-28
"TM1",9.1,1985-03-31
"TM2",2.4,1985-03-31
"TM3",15.1,1985-03-31
"TM4",-1.6,1985-03-31
"PM1",15.8,1985-03-31
"TM1",14.4,1985-04-30
"TM2",7.5,1985-04-30
"TM3",20.7,1985-04-30
"TM4",3.4,1985-04-30
"PM1",51.1,1985-04-30
"TM1",15.2,1985-05-31
"TM2",9,1985-05-31
"TM3",21.2,1985-05-31
"TM4",3,1985-05-31
"PM1",40.8,1985-05-31
"TM1",22.6,1985-06-30
"TM2",14.6,1985-06-30
"TM3",29.1,1985-06-30
"TM4",9.8,1985-06-30
"PM1",1.1,1985-06-30
"TM1",26.3,1985-07-31
"TM2",17.9,1985-07-31
"TM3",33.8,1985-07-31
"TM4",12.8,1985-07-31
"PM1",0,1985-07-31
"TM1",26.3,1985-08-31
"TM2",17.2,1985-08-31
"TM3",33.7,1985-08-31
"TM4",12.2,1985-08-31
"PM1",0,1985-08-31
"TM1",23.4,1985-09-30
"TM2",15.9,1985-09-30
"TM3",30.9,1985-09-30
"TM4",12.6,1985-09-30
"PM1",7.7,1985-09-30
"TM1",17.4,1985-10-31
"TM2",10.3,1985-10-31
"TM3",25.1,1985-10-31
"TM4",5.6,1985-10-31
"PM1",0.4,1985-10-31
"TM1",10.4,1985-11-30
"TM2",5.7,1985-11-30
"TM3",15.4,1985-11-30
"TM4",-2,1985-11-30
"PM1",88.6,1985-11-30
"TM1",7.3,1985-12-31
"TM2",2.6,1985-12-31
"TM3",12.6,1985-12-31
"TM4",-0.8,1985-12-31
"PM1",35.4,1985-12-31
"PM1",49.9,1986-01-31
"PM1",99.3,1986-02-28
"PM1",34.8,1986-03-31
"TM1",9.9,1986-04-30
"TM2",4.6,1986-04-30
"TM3",15.2,1986-04-30
"TM4",-1.8,1986-04-30
"PM1",33.8,1986-04-30
"TM1",20.3,1986-05-31
"TM2",11.8,1986-05-31
"TM3",27,1986-05-31
"TM4",4.6,1986-05-31
"PM1",15,1986-05-31
"TM1",22.1,1986-06-30
"TM2",14.1,1986-06-30
"TM3",28.7,1986-06-30
"TM4",10,1986-06-30
"PM1",45,1986-06-30
"TM1",26.4,1986-07-31
"TM2",17.7,1986-07-31
"TM3",34.2,1986-07-31
"TM4",11.6,1986-07-31
"PM1",0.2,1986-07-31
"TM1",25.9,1986-08-31
"TM2",16.9,1986-08-31
"TM3",33.5,1986-08-31
"TM4",13.4,1986-08-31
"PM1",0.5,1986-08-31
"TM1",22.5,1986-09-30
"TM2",16,1986-09-30
"TM3",29,1986-09-30
"TM4",11,1986-09-30
"PM1",30,1986-09-30
"TM1",15.4,1986-10-31
"TM2",10.7,1986-10-31
"TM3",21.7,1986-10-31
"TM4",7,1986-10-31
"PM1",71.4,1986-10-31
"TM1",10,1986-11-30
"TM2",4.9,1986-11-30
"TM3",16.4,1986-11-30
"TM4",1.8,1986-11-30
"PM1",27.6,1986-11-30
"TM1",6.5,1986-12-31
"TM2",1.4,1986-12-31
"TM3",12.8,1986-12-31
"TM4",-2.6,1986-12-31
"PM1",14.7,1986-12-31
"TM1",5.3,1987-01-31
"TM2",0.3,1987-01-31
"TM3",11.4,1987-01-31
"TM4",-12.6,1987-01-31
"PM1",139.7,1987-01-31
"TM1",8.2,1987-02-28
"TM2",3.3,1987-02-28
"TM3",13.4,1987-02-28
"TM4",-1.4,1987-02-28
"PM1",62.4,1987-02-28
"TM1",11.7,1987-03-31
"TM2",5.2,1987-03-31
"TM3",18.3,1987-03-31
"TM4",0.8,1987-03-31
"PM1",5.6,1987-03-31
"TM1",15.7,1987-04-30
"TM2",7.7,1987-04-30
"TM3",22,1987-04-30
"TM4",1.2,1987-04-30
"PM1",9.9,1987-04-30
"TM1",18.3,1987-05-31
"TM2",9.9,1987-05-31
"TM3",24.6,1987-05-31
"TM4",5.4,1987-05-31
"PM1",1,1987-05-31
"TM1",22.8,1987-06-30
"TM2",14.6,1987-06-30
"TM3",29.2,1987-06-30
"TM4",9.2,1987-06-30
"PM1",3.4,1987-06-30
"TM1",24.4,1987-07-31
"TM2",17,1987-07-31
"TM3",31.3,1987-07-31
"TM4",13,1987-07-31
"PM1",17.3,1987-07-31
"TM1",25.4,1987-08-31
"TM2",17.9,1987-08-31
"TM3",33.2,1987-08-31
"TM4",12.6,1987-08-31
"PM1",18.8,1987-08-31
"TM1",23.7,1987-09-30
"TM2",16.4,1987-09-30
"TM3",31.3,1987-09-30
"TM4",13.6,1987-09-30
"PM1",7.9,1987-09-30
"TM1",7.7,1988-01-31
"TM2",3.7,1988-01-31
"TM3",12.1,1988-01-31
"TM4",-1.4,1988-01-31
"PM1",36.2,1988-01-31
"TM1",8.1,1988-02-29
"TM2",2.7,1988-02-29
"TM3",13.5,1988-02-29
"TM4",-2.6,1988-02-29
"PM1",18.4,1988-02-29
"TM1",11.2,1988-03-31
"TM2",3.7,1988-03-31
"TM3",18.4,1988-03-31
"TM4",-1,1988-03-31
"PM1",14,1988-03-31
"TM1",13.5,1988-04-30
"TM2",7.4,1988-04-30
"TM3",19,1988-04-30
"TM4",3.4,1988-04-30
"PM1",37,1988-04-30
"TM1",16.7,1988-05-31
"TM2",10.2,1988-05-31
"TM3",22.4,1988-05-31
"TM4",6.6,1988-05-31
"PM1",28.7,1988-05-31
"TM1",19.6,1988-06-30
"TM2",13,1988-06-30
"TM3",25.3,1988-06-30
"TM4",8.6,1988-06-30
"PM1",26.3,1988-06-30
"PM1",4.8,1988-07-31
"TM2",15.1,1988-08-31
"TM1",22.4,1988-09-30
"TM2",14.4,1988-09-30
"TM3",30.3,1988-09-30
"TM4",8.8,1988-09-30
"PM1",1.6,1988-09-30
"TM1",16.2,1988-10-31
"TM2",10.6,1988-10-31
"TM3",23.1,1988-10-31
"TM4",5.4,1988-10-31
"PM1",46.1,1988-10-31
"PM1",34,1988-11-30
"PM1",5.6,1988-12-31
"TM1",6.1,1989-01-31
"TM2",0.7,1989-01-31
"TM3",12.7,1989-01-31
"TM4",-3.6,1989-01-31
"PM1",21,1989-01-31
"TM1",8.6,1989-02-28
"TM2",3,1989-02-28
"TM3",14.5,1989-02-28
"TM4",-0.8,1989-02-28
"PM1",31.4,1989-02-28
"TM1",11.7,1989-03-31
"TM2",5.4,1989-03-31
"TM3",18.5,1989-03-31
"TM4",0.8,1989-03-31
"PM1",27,1989-03-31
"TM1",11.3,1989-04-30
"TM2",6.1,1989-04-30
"TM3",16.6,1989-04-30
"TM4",1,1989-04-30
"PM1",37.3,1989-04-30
"TM1",17.8,1989-05-31
"TM2",10.4,1989-05-31
"TM3",24,1989-05-31
"TM4",5.2,1989-05-31
"PM1",13,1989-05-31
"TM1",23.1,1989-06-30
"TM2",15,1989-06-30
"TM3",29.9,1989-06-30
"TM4",10,1989-06-30
"PM1",15.1,1989-06-30
"TM1",28.3,1989-07-31
"TM2",19.6,1989-07-31
"TM3",35.6,1989-07-31
"TM4",15,1989-07-31
"PM1",0.2,1989-07-31
"TM1",27,1989-08-31
"TM2",19,1989-08-31
"TM3",34.3,1989-08-31
"TM4",13.6,1989-08-31
"PM1",1,1989-08-31
"TM1",21,1989-09-30
"TM2",14.8,1989-09-30
"TM3",27.3,1989-09-30
"TM4",11.6,1989-09-30
"PM1",69.6,1989-09-30
"TM1",16.7,1989-10-31
"TM2",11.1,1989-10-31
"TM3",23.6,1989-10-31
"TM4",7.6,1989-10-31
"PM1",38,1989-10-31
"TM1",11.9,1989-11-30
"TM2",7.8,1989-11-30
"TM3",16.8,1989-11-30
"TM4",2.2,1989-11-30
"PM1",66.1,1989-11-30
"TM1",10.2,1989-12-31
"TM2",6.4,1989-12-31
"TM3",14.6,1989-12-31
"TM4",0,1989-12-31
"PM1",69.3,1989-12-31
"TM1",6.3,1990-01-31
"TM2",1.2,1990-01-31
"TM3",12,1990-01-31
"TM4",-2.6,1990-01-31
"PM1",37.8,1990-01-31
"TM1",10.3,1990-02-28
"TM2",3.1,1990-02-28
"TM3",18.7,1990-02-28
"TM4",0.2,1990-02-28
"PM1",0.1,1990-02-28
"TM1",11.8,1990-03-31
"TM2",5.7,1990-03-31
"TM3",18.7,1990-03-31
"TM4",0.8,1990-03-31
"PM1",24.6,1990-03-31
"TM1",12.1,1990-04-30
"TM2",5.7,1990-04-30
"TM3",17.7,1990-04-30
"TM4",-0.4,1990-04-30
"PM1",93,1990-04-30
"TM1",17.7,1990-05-31
"TM2",10.4,1990-05-31
"TM3",23.8,1990-05-31
"TM4",6.4,1990-05-31
"PM1",17.4,1990-05-31
"TM1",23.3,1990-06-30
"TM2",14.1,1990-06-30
"TM3",30.4,1990-06-30
"TM4",10.4,1990-06-30
"PM1",0.1,1990-06-30
"TM1",27,1990-07-31
"TM2",17.9,1990-07-31
"TM3",34.1,1990-07-31
"TM4",12.8,1990-07-31
"PM1",1.2,1990-07-31
"TM1",26.2,1990-08-31
"TM2",17.6,1990-08-31
"TM3",33.8,1990-08-31
"TM4",14.4,1990-08-31
"PM1",0.5,1990-08-31
"TM1",23.3,1990-09-30
"TM2",16.2,1990-09-30
"TM3",30.5,1990-09-30
"TM4",11.8,1990-09-30
"PM1",20.6,1990-09-30
"TM1",15.2,1990-10-31
"TM2",10.1,1990-10-31
"TM3",20.3,1990-10-31
"TM4",5.4,1990-10-31
"PM1",62.3,1990-10-31
"TM1",9.5,1990-11-30
"TM2",4.3,1990-11-30
"TM3",16.1,1990-11-30
"TM4",-2.2,1990-11-30
"PM1",28,1990-11-30
"TM1",5.9,1990-12-31
"TM2",1.6,1990-12-31
"TM3",11,1990-12-31
"TM4",-4,1990-12-31
"PM1",23.8,1990-12-31
"TM1",5.6,1991-01-31
"TM2",0.1,1991-01-31
"TM3",12,1991-01-31
"TM4",-4.6,1991-01-31
"PM1",3,1991-01-31
"TM1",6.2,1991-02-28
"TM2",1.4,1991-02-28
"TM3",11.3,1991-02-28
"TM4",-3.6,1991-02-28
"PM1",41.4,1991-02-28
"TM1",10.2,1991-03-31
"TM2",5.6,1991-03-31
"TM3",15,1991-03-31
"TM4",0.6,1991-03-31
"PM1",52.7,1991-03-31
"TM1",12,1991-04-30
"TM2",5.4,1991-04-30
"TM3",17.9,1991-04-30
"TM4",1,1991-04-30
"PM1",16.8,1991-04-30
"TM1",16.7,1991-05-31
"TM2",7.8,1991-05-31
"TM3",23.3,1991-05-31
"TM4",1.6,1991-05-31
"PM1",0.9,1991-05-31
"TM1",23.7,1991-06-30
"TM2",15.4,1991-06-30
"TM3",30.6,1991-06-30
"TM4",10.8,1991-06-30
"PM1",8.4,1991-06-30
"TM1",26.8,1991-07-31
"TM2",17.7,1991-07-31
"TM3",34.6,1991-07-31
"TM4",11.4,1991-07-31
"PM1",1,1991-07-31
"TM1",27.8,1991-08-31
"TM2",18.6,1991-08-31
"TM3",35.9,1991-08-31
"TM4",15,1991-08-31
"PM1",0.1,1991-08-31
"TM1",22.6,1991-09-30
"TM2",15.4,1991-09-30
"TM3",29.5,1991-09-30
"TM4",8,1991-09-30
"PM1",37.7,1991-09-30
"TM1",13.4,1991-10-31
"TM2",7.9,1991-10-31
"TM3",19.3,1991-10-31
"TM4",1.8,1991-10-31
"PM1",40.5,1991-10-31
"TM1",9,1991-11-30
"TM2",2.9,1991-11-30
"TM3",15.6,1991-11-30
"TM4",-4.4,1991-11-30
"PM1",27.1,1991-11-30
"TM1",7,1991-12-31
"TM2",2.2,1991-12-31
"TM3",13.1,1991-12-31
"TM4",-2.4,1991-12-31
"PM1",17.5,1991-12-31
"TM1",4.3,1992-01-31
"TM2",-1.6,1992-01-31
"TM3",11.3,1992-01-31
"TM4",-7.4,1992-01-31
"PM1",15.8,1992-01-31
"TM1",7.5,1992-02-29
"TM2",0.5,1992-02-29
"TM3",14.9,1992-02-29
"TM4",-2.4,1992-02-29
"PM1",25.1,1992-02-29
"TM1",10.7,1992-03-31
"TM2",4.1,1992-03-31
"TM3",17.4,1992-03-31
"TM4",-2.6,1992-03-31
"PM1",22.6,1992-03-31
"TM1",14.4,1992-04-30
"TM2",6.7,1992-04-30
"TM3",20.7,1992-04-30
"TM4",1.4,1992-04-30
"PM1",21,1992-04-30
"TM1",18.7,1992-05-31
"TM2",10.7,1992-05-31
"TM3",25.4,1992-05-31
"TM4",6,1992-05-31
"PM1",1.4,1992-05-31
"TM1",18.3,1992-06-30
"TM2",11.6,1992-06-30
"TM3",23.4,1992-06-30
"TM4",6.8,1992-06-30
"PM1",58,1992-06-30
"TM1",25.6,1992-07-31
"TM2",17.1,1992-07-31
"TM3",32.7,1992-07-31
"TM4",14.4,1992-07-31
"PM1",22.5,1992-07-31
"TM1",26.3,1992-08-31
"TM2",17.2,1992-08-31
"TM3",33.9,1992-08-31
"TM4",10.2,1992-08-31
"PM1",0.1,1992-08-31
"TM1",22,1992-09-30
"TM2",14.1,1992-09-30
"TM3",29.8,1992-09-30
"TM4",5.8,1992-09-30
"PM1",12.1,1992-09-30
"TM1",12.9,1992-10-31
"TM2",7.8,1992-10-31
"TM3",18.6,1992-10-31
"TM4",3.4,1992-10-31
"PM1",75.3,1992-10-31
"TM1",10.1,1992-11-30
"TM2",4.1,1992-11-30
"TM3",17.7,1992-11-30
"TM4",0,1992-11-30
"PM1",17.9,1992-11-30
"TM1",7.1,1992-12-31
"TM2",2.5,1992-12-31
"TM3",12.6,1992-12-31
"TM4",-3,1992-12-31
"PM1",16.4,1992-12-31
"TM1",5.1,1993-01-31
"TM2",-1.6,1993-01-31
"TM3",13.8,1993-01-31
"TM4",-5.4,1993-01-31
"PM1",0.2,1993-01-31
"TM1",7.1,1993-02-28
"TM2",1.3,1993-02-28
"TM3",13.4,1993-02-28
"TM4",-2,1993-02-28
"PM1",11.6,1993-02-28
"TM1",10.9,1993-03-31
"TM2",3.9,1993-03-31
"TM3",17.6,1993-03-31
"TM4",-6.4,1993-03-31
"PM1",33.1,1993-03-31
"TM1",12.5,1993-04-30
"TM2",5.8,1993-04-30
"TM3",18.4,1993-04-30
"TM4",1.4,1993-04-30
"PM1",31,1993-04-30
"TM1",16.1,1993-05-31
"TM2",9.5,1993-05-31
"TM3",21.9,1993-05-31
"TM4",5.4,1993-05-31
"PM1",31.2,1993-05-31
"TM1",22.1,1993-06-30
"TM2",13.7,1993-06-30
"TM3",29.2,1993-06-30
